customer_id,lat,lng,population,area,timezone,children,age,income,marital,churn,gender,tenure,monthlycharge,bandwidth_gb_year,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,port_modem,tablet,job_id,payment_id,contract_id,location_id
711,34.27882,-90.68558,291,Urban,America/Chicago,0,48,24034.97,Divorced,Yes,Male,5.567028377,149.937833,1207.740526,9.864571407,16,2,3,Yes,Yes,Yes,"Buyer, retail",Electronic Check,Month-to-month,38630
712,42.18157,-121.31967,2596,Rural,America/Los_Angeles,0,20,19474.37,Never Married,No,Female,11.84987964,112.455141,1064.895012,11.03086435,14,2,0,No,No,Yes,"Administrator, sports",Electronic Check,Month-to-month,97623
713,39.83676,-81.00995,1874,Rural,America/New_York,0,18,23775.33,Never Married,No,Male,3.976305626,149.959755,743.4780761,11.02449018,12,2,1,No,No,No,Colour technologist,Electronic Check,One year,43716
714,42.61224,-71.22746,30807,Rural,America/New_York,1,49,52875.82,Separated,Yes,Male,5.759571228,277.63748,1251.370845,10.83227898,13,1,0,No,Yes,Yes,Network engineer,Credit Card (automatic),Two Year,1876
715,39.4207,-75.81632,1152,Urban,America/New_York,4,80,46786.18,Never Married,No,Male,3.613513424,112.484375,470.682278,10.0934549,11,1,1,No,Yes,No,"Radiographer, diagnostic",Electronic Check,Month-to-month,21912
716,47.1136,-116.91012,282,Suburban,America/Los_Angeles,0,24,68647.24,Married,No,Female,5.156978882,117.439154,1112.686143,12.71080854,12,1,1,Yes,No,No,English as a second language teacher,Credit Card (automatic),One year,83824
717,33.0222,-84.95167,25266,Rural,America/New_York,2,87,84826.6,Divorced,Yes,Male,16.75922789,275.133571,2064.474901,7.612812481,12,0,0,No,Yes,No,"Engineer, petroleum",Credit Card (automatic),Month-to-month,30241
718,43.44539,-93.25407,3014,Urban,America/Chicago,0,73,42305.68,Widowed,Yes,Male,13.85187885,147.456419,1716.888034,7.167928889,14,0,0,No,No,No,Commercial art gallery manager,Mailed Check,Month-to-month,50459
719,47.79473,-103.65456,736,Rural,America/Chicago,2,76,18301.98,Separated,Yes,Female,9.472450618,204.949594,1114.13669,14.32600086,11,1,1,No,No,No,Chartered legal executive (England and Wales),Electronic Check,Month-to-month,58831
720,36.34023,-81.36513,0,Suburban,America/New_York,1,80,46647.99,Widowed,No,Male,6.636312277,127.474951,718.0624099,14.28125681,11,2,1,No,No,No,Architectural technologist,Mailed Check,Month-to-month,28629
721,43.98049,-70.80722,1257,Rural,America/New_York,0,89,28330.55,Never Married,No,Female,2.904448825,129.962093,800.1531959,10.86134286,14,3,0,Yes,No,Yes,Waste management officer,Bank Transfer(automatic),One year,4022
722,43.25148,-72.9993,481,Urban,America/New_York,6,43,11661.07,Never Married,Yes,Male,4.800346852,242.610632,1680.337106,6.858268186,16,1,2,No,Yes,Yes,General practice doctor,Mailed Check,One year,5253
723,40.10381,-75.34073,5360,Rural,America/New_York,0,50,82226.63,Divorced,No,Female,10.35063785,127.442069,1416.865765,7.530481623,17,1,1,No,No,No,"Presenter, broadcasting",Electronic Check,One year,19405
724,34.05413,-91.02035,93,Rural,America/Chicago,0,64,8864.63,Married,No,Female,14.71592037,104.964303,1573.289677,7.373007212,13,0,1,No,Yes,Yes,"Horticulturist, amenity",Electronic Check,Month-to-month,72328
725,36.28904,-91.29831,1380,Suburban,America/Chicago,0,49,96022.76,Separated,Yes,Male,9.758067608,182.443347,1619.817463,8.025412394,13,2,0,No,No,Yes,Solicitor,Electronic Check,Month-to-month,72459
726,35.7388,-85.61893,3895,Suburban,America/Chicago,3,32,52856.4,Widowed,Yes,Female,9.820011726,159.947583,1596.707755,9.730159336,11,1,0,No,Yes,Yes,"Surveyor, planning and development",Bank Transfer(automatic),Month-to-month,38581
727,38.44432,-84.97762,198,Suburban,America/New_York,0,31,37772.16,Separated,No,Female,8.458573247,157.483594,908.0504522,13.09411393,16,0,1,No,Yes,Yes,Environmental education officer,Electronic Check,Two Year,40036
728,40.245,-86.9304,929,Suburban,America/Indiana/Indianapolis,4,44,53135.08,Separated,No,Female,8.508626757,129.948316,1449.202089,2.992013152,12,1,1,No,Yes,Yes,Radio broadcast assistant,Credit Card (automatic),One year,47981
729,28.24899,-97.6607,1641,Rural,America/Chicago,3,52,38311.94,Divorced,No,Male,11.70347852,139.934918,1790.688379,12.1362412,11,2,1,No,No,No,Horticultural consultant,Credit Card (automatic),Month-to-month,78389
730,42.06223,-84.36284,2439,Rural,America/Detroit,2,66,25100.17,Widowed,Yes,Male,29.8284414,222.649979,3113.451696,8.07133879,7,1,1,No,No,Yes,Accounting technician,Electronic Check,Month-to-month,49233
731,41.82575,-79.4727,180,Urban,America/New_York,1,54,9080.2,Separated,No,Female,7.004427474,162.482694,907.2094936,11.64143982,11,0,0,No,No,Yes,Science writer,Mailed Check,Month-to-month,16416
732,35.25937,-81.78887,376,Urban,America/New_York,0,36,16778.35,Separated,Yes,Male,7.439569893,125.007314,890.4483344,14.19955362,8,1,0,No,Yes,No,Research scientist (physical sciences),Electronic Check,Month-to-month,28076
733,47.59475,-97.04582,953,Rural,America/Chicago,0,61,24518.97,Widowed,Yes,Female,21.05353987,204.949594,2050.67636,3.5419259,12,0,1,No,Yes,No,Comptroller,Bank Transfer(automatic),Month-to-month,58218
734,38.96688,-86.26906,1315,Urban,America/Indiana/Indianapolis,1,27,57938.27,Widowed,No,Male,6.050060777,139.965008,1338.110998,8.788051372,10,0,0,No,Yes,No,Museum/gallery conservator,Mailed Check,One year,47264
735,40.03241,-75.45162,11974,Rural,America/New_York,4,89,24865.85,Widowed,No,Female,7.599617029,182.465269,920.3847194,6.72503168,13,2,0,No,No,No,Commissioning editor,Credit Card (automatic),Two Year,19312
736,40.84552,-75.25759,6502,Suburban,America/New_York,1,47,16091.65,Separated,No,Male,5.473564746,104.992311,736.1743773,8.241378511,8,1,0,No,No,No,Operational investment banker,Bank Transfer(automatic),Month-to-month,18072
737,30.12828,-94.1174,13809,Suburban,America/Chicago,2,81,48226.58,Never Married,Yes,Male,4.803306414,220.118516,857.7406243,6.164653674,8,0,0,No,No,Yes,Seismic interpreter,Mailed Check,Month-to-month,77703
738,33.01909,-96.61508,23370,Urban,America/Chicago,3,79,5694.61,Widowed,Yes,Female,6.051428262,154.991856,1226.543716,7.094794839,10,1,0,Yes,No,Yes,Charity officer,Bank Transfer(automatic),Month-to-month,75094
739,38.69494,-121.27174,45995,Suburban,America/Los_Angeles,3,35,15603.09,Married,No,Male,6.503513341,142.452604,1495.554533,9.263024683,12,2,0,No,No,No,"Copywriter, advertising",Mailed Check,One year,95610
740,41.57949,-91.92401,868,Rural,America/Chicago,0,88,46988.4,Separated,Yes,Male,1.650263525,147.442069,248.179366,9.55444436,16,0,0,Yes,Yes,No,Media planner,Mailed Check,Month-to-month,52325
741,37.7767,-122.2184,52299,Rural,America/Los_Angeles,2,55,88666.42,Married,No,Male,2.282601557,124.97808,395.2218567,8.433181103,16,2,1,No,No,No,English as a foreign language teacher,Bank Transfer(automatic),Month-to-month,94601
742,41.78938,-72.66535,14534,Urban,America/New_York,2,34,65540.61,Separated,No,Female,15.70393958,220.118516,1857.957041,6.674303144,5,0,0,No,Yes,No,"Scientist, research (medical)",Bank Transfer(automatic),Month-to-month,6120
743,35.32994,-102.78511,200,Urban,America/Chicago,2,35,112914.39,Widowed,No,Female,11.56648604,117.439154,1663.371666,12.77695284,11,1,0,No,Yes,No,"Nurse, learning disability",Electronic Check,One year,79001
744,41.69893,-70.94826,24622,Urban,America/New_York,1,43,18534.37,Separated,No,Female,1.322671871,95.019486,318.0435078,8.586124112,14,1,0,No,Yes,No,Physiotherapist,Electronic Check,Month-to-month,2745
745,40.65019,-73.60805,33484,Rural,America/New_York,2,70,27588.53,Widowed,No,Male,12.11795763,162.482694,1386.813604,11.18777585,13,4,1,No,No,No,"Designer, interior/spatial",Credit Card (automatic),One year,11510
746,34.92884,-100.4389,15,Urban,America/Chicago,1,50,3563.55,Divorced,Yes,Male,9.539962975,159.947583,1535.462356,9.545907757,7,2,0,No,No,Yes,"Editor, commissioning",Bank Transfer(automatic),Month-to-month,79251
747,35.45272,-77.68336,12874,Urban,America/New_York,1,43,106964.84,Married,No,Male,4.303745101,104.97808,982.8832681,11.66266603,14,1,0,No,No,No,Government social research officer,Mailed Check,Month-to-month,28580
748,42.33666,-88.04459,36817,Rural,America/Chicago,9,69,61475.04,Divorced,No,Male,7.607475355,117.483475,1150.859858,14.46243735,12,3,1,No,No,No,Chartered legal executive (England and Wales),Bank Transfer(automatic),One year,60030
749,39.37212,-75.88996,180,Suburban,America/New_York,0,25,59930.95,Separated,Yes,Male,3.736763788,172.484753,866.8410599,7.482298411,12,1,0,No,Yes,Yes,Lexicographer,Electronic Check,Month-to-month,21930
750,29.98506,-93.95606,12853,Suburban,America/Chicago,0,88,38656.75,Widowed,No,Female,22.39935475,169.937833,1960.019242,12.11561244,16,3,0,No,No,No,Bookseller,Electronic Check,Month-to-month,77651
751,35.80904,-78.6473,11054,Rural,America/New_York,1,69,23806.03,Widowed,No,Female,20.07541432,147.473844,1788.145063,9.098009816,17,1,1,No,No,No,Building services engineer,Bank Transfer(automatic),Month-to-month,27608
752,38.90712,-93.3047,583,Rural,America/Chicago,2,43,91141.18,Widowed,Yes,Female,7.677648117,175.133074,1166.469107,9.981655957,13,0,0,No,No,Yes,Forest/woodland manager,Electronic Check,Month-to-month,65333
753,38.54657,-81.93183,1503,Suburban,America/New_York,3,79,23507.1,Widowed,No,Male,14.08292576,195.006206,1559.679776,7.607841769,15,0,0,No,No,No,"Librarian, academic",Bank Transfer(automatic),Two Year,25070
754,27.28328,-80.2419,23078,Suburban,America/New_York,2,86,37837.28,Married,No,Nonbinary,11.14672304,127.458638,1103.202075,9.830658025,14,1,1,No,Yes,Yes,"Therapist, art",Bank Transfer(automatic),One year,34957
755,37.39342,-81.40886,96,Rural,America/New_York,3,84,9994.08,Divorced,Yes,Female,6.343374736,245.145743,1207.841461,13.98915649,13,1,2,No,Yes,No,"Surveyor, rural practice",Bank Transfer(automatic),Month-to-month,24831
756,42.76696,-83.40126,24257,Urban,America/Detroit,0,78,31779,Never Married,Yes,Male,21.1875693,220.132293,2229.321043,7.999794525,12,3,1,No,No,Yes,"Therapist, art",Mailed Check,One year,48348
757,40.55738,-90.16865,107,Suburban,America/Chicago,1,84,18938.33,Widowed,No,Female,19.9441873,147.442069,1708.75722,9.685619611,13,0,0,No,Yes,Yes,"Engineer, electrical",Credit Card (automatic),Two Year,61433
758,37.55125,-93.86187,172,Urban,America/Chicago,1,76,29459.16,Separated,Yes,Female,3.196943016,275.119794,830.61429,8.157311089,14,1,1,Yes,Yes,No,Clinical embryologist,Credit Card (automatic),One year,65603
759,40.50532,-89.4787,4223,Urban,America/Chicago,4,74,17520.23,Separated,Yes,Female,3.248169927,162.45383,991.7633623,4.407345296,14,0,1,No,Yes,Yes,Medical secretary,Credit Card (automatic),Month-to-month,61568
760,32.33768,-88.79619,17145,Suburban,America/Chicago,5,76,15615.89,Separated,No,Female,6.248150471,124.964303,580.5443061,5.147134775,16,2,1,Yes,Yes,No,"Research officer, political party",Electronic Check,One year,39307
761,31.09638,-88.04001,3381,Suburban,America/Chicago,0,55,44493.49,Widowed,No,Male,3.293435643,192.48852,586.7422583,13.88702214,12,2,1,No,Yes,No,Phytotherapist,Credit Card (automatic),One year,36560
762,39.27548,-84.32799,13156,Suburban,America/New_York,0,57,5997.99,Married,No,Male,1.754385394,104.97808,697.3086442,18.30369591,17,2,1,Yes,No,Yes,Comptroller,Bank Transfer(automatic),Two Year,45249
763,44.1853,-71.19065,966,Urban,America/New_York,1,63,48557.08,Widowed,No,Male,11.48773622,137.487242,1096.780158,11.30766093,11,0,0,No,No,No,"Research officer, government",Credit Card (automatic),One year,3846
764,34.71769,-92.35884,30377,Urban,America/Chicago,4,89,13756.31,Never Married,No,Female,5.711646401,124.97808,544.0000763,9.039378259,13,1,0,No,No,No,Child psychotherapist,Electronic Check,Month-to-month,72204
765,40.43216,-75.53529,1108,Rural,America/New_York,1,46,12366.21,Divorced,No,Male,7.603357235,172.44408,1003.664665,11.42897436,12,0,0,No,No,No,Midwife,Bank Transfer(automatic),Month-to-month,18070
766,40.61869,-97.13424,989,Suburban,America/Chicago,1,22,11232.67,Divorced,No,Female,2.084118551,114.972827,364.1402725,9.281101985,14,0,0,Yes,Yes,Yes,Podiatrist,Electronic Check,Two Year,68343
767,39.75631,-85.14961,884,Urban,America/Indiana/Indianapolis,6,81,14999.93,Divorced,Yes,Male,6.587201276,202.443347,1026.300872,12.49098641,14,0,0,No,No,No,Armed forces logistics/support/administrative officer,Electronic Check,Month-to-month,47357
768,36.8792,-84.41931,1839,Suburban,America/New_York,3,58,30300.58,Widowed,No,Male,4.603347641,159.983006,704.6408647,12.46342441,15,1,0,No,No,No,Pensions consultant,Electronic Check,One year,42634
769,31.7134,-90.415,8379,Rural,America/Chicago,3,48,12339.69,Widowed,No,Male,6.541066702,187.46728,1532.283357,12.76368534,10,0,1,No,Yes,No,Tree surgeon,Mailed Check,Two Year,39191
770,37.7898,-122.39386,9155,Rural,America/Los_Angeles,3,78,9297.37,Widowed,No,Female,4.332134531,157.469817,427.3743388,14.4902121,13,1,0,No,No,No,Secondary school teacher,Electronic Check,One year,94105
771,39.5402,-95.13889,13245,Suburban,America/Chicago,2,72,27581.84,Never Married,Yes,Nonbinary,2.279259145,212.641455,1092.959251,10.58136361,15,2,1,No,Yes,No,Broadcast engineer,Mailed Check,Month-to-month,66002
772,33.87975,-117.53545,46920,Urban,America/Los_Angeles,4,76,45553.16,Never Married,Yes,Male,9.043575718,172.470522,1587.044822,14.4386161,15,3,0,No,No,No,Health physicist,Bank Transfer(automatic),One year,92879
773,44.77085,-94.18112,7836,Rural,America/Chicago,0,41,78642.15,Divorced,No,Female,8.446160069,104.992311,886.3435693,13.54202523,15,0,0,No,No,No,Public relations officer,Bank Transfer(automatic),One year,55336
774,36.29001,-83.13771,2850,Urban,America/New_York,1,29,11408.67,Never Married,No,Male,3.990895779,134.950905,598.4998978,8.696229317,16,0,0,No,No,No,Artist,Bank Transfer(automatic),Month-to-month,37891
775,28.62144,-81.42942,39384,Suburban,America/New_York,1,88,11391.26,Separated,No,Female,9.07068647,187.484705,1099.486982,9.624347659,7,2,1,No,No,Yes,Make,Credit Card (automatic),One year,32810
776,42.35235,-77.98557,1450,Rural,America/New_York,3,89,15872.36,Widowed,No,Female,16.97529426,149.988989,1657.822806,7.831185802,8,1,0,No,No,No,Company secretary,Mailed Check,Month-to-month,14709
777,37.71836,-81.23142,686,Suburban,America/New_York,3,30,30446.44,Married,No,Male,25.77611616,182.483267,2593.301866,10.02846403,14,1,0,No,Yes,No,Textile designer,Credit Card (automatic),Two Year,25878
778,34.74073,-102.51441,28,Suburban,America/Chicago,2,19,75130.89,Widowed,Yes,Nonbinary,3.189179387,210.105118,1345.804923,7.92468528,12,1,1,No,Yes,No,Fashion designer,Mailed Check,One year,79085
779,42.27473,-94.30461,1363,Urban,America/Chicago,2,87,18455.86,Never Married,No,Female,6.49110882,129.994975,752.9918959,10.85798773,14,1,0,No,Yes,No,"Horticulturist, commercial",Electronic Check,One year,50543
780,32.85128,-116.99146,57511,Urban,America/Los_Angeles,1,76,10589.74,Never Married,Yes,Female,8.908332009,194.974431,982.2094626,7.892007202,16,2,0,No,No,No,Consulting civil engineer,Credit Card (automatic),Month-to-month,92071
781,29.21055,-81.00437,17349,Urban,America/New_York,3,69,7868.29,Separated,No,Male,15.37107894,139.983006,1964.354824,12.48033844,12,0,0,No,No,No,Games developer,Credit Card (automatic),Two Year,32118
782,43.17362,-71.82255,4950,Suburban,America/New_York,0,21,33329.83,Separated,Yes,Female,9.715065141,262.610632,1509.912313,9.783917847,8,1,2,No,Yes,No,Planning and development surveyor,Credit Card (automatic),Two Year,3242
783,37.73794,-82.45233,1259,Urban,America/New_York,0,26,27798.01,Widowed,Yes,Male,9.582004744,255.119794,1947.487826,11.87926178,13,0,0,No,Yes,No,"Designer, interior/spatial",Mailed Check,One year,41250
784,35.56512,-75.46629,54,Rural,America/New_York,2,72,112245.07,Widowed,Yes,Female,5.84055678,192.470522,780.3612617,8.960273769,15,0,1,No,No,No,Newspaper journalist,Mailed Check,Month-to-month,27982
785,30.35989,-93.6503,1978,Urban,America/Chicago,3,66,45427.24,Never Married,No,Male,2.968358466,114.950905,868.469474,9.862233728,13,1,1,No,Yes,No,Print production planner,Bank Transfer(automatic),Month-to-month,70661
786,40.91361,-73.04636,24666,Urban,America/New_York,0,45,59333.32,Never Married,No,Male,9.294088005,129.99153,1523.63262,12.78434846,5,0,0,No,No,No,"Administrator, local government",Mailed Check,Two Year,11776
787,38.43713,-122.66594,21448,Suburban,America/Los_Angeles,4,50,49740.98,Married,Yes,Female,12.96208301,129.99153,1848.639719,9.051251778,11,0,0,No,No,No,IT consultant,Credit Card (automatic),Month-to-month,95405
788,30.45476,-87.26073,24965,Suburban,America/Chicago,0,65,15543.8,Never Married,No,Male,2.831804349,114.972827,335.9239723,7.458066464,14,0,0,No,Yes,Yes,Conference centre manager,Electronic Check,One year,32505
789,47.39159,-121.63471,14795,Rural,America/Los_Angeles,0,70,31138.29,Never Married,No,Female,9.322934248,159.979358,1358.491904,12.0778957,8,0,0,No,Yes,No,Furniture designer,Electronic Check,Two Year,98045
790,45.67323,-97.07149,5693,Rural,America/Chicago,0,47,6972.84,Married,Yes,Female,11.75027091,164.964681,1714.901159,9.751202613,12,1,0,No,No,Yes,Arts development officer,Mailed Check,Month-to-month,57262
791,33.31862,-80.18464,4231,Rural,America/New_York,4,39,54471.65,Married,Yes,Male,6.509951549,159.965581,1354.241904,8.278970561,13,0,1,No,No,No,"Surveyor, building control",Mailed Check,Month-to-month,29436
792,41.47624,-74.6244,1791,Suburban,America/New_York,2,84,1425.61,Widowed,No,Male,3.087125795,160.00128,513.2164776,12.48971668,17,2,1,No,No,No,Human resources officer,Credit Card (automatic),Month-to-month,12729
793,44.79688,-69.0314,2789,Urban,America/New_York,0,83,29470.61,Widowed,No,Male,5.310878954,149.959755,639.7187297,10.4673283,14,1,0,No,No,No,Water engineer,Credit Card (automatic),Month-to-month,4419
794,44.66948,-93.99815,1155,Suburban,America/Chicago,1,31,5149.97,Separated,Yes,Nonbinary,4.208227552,222.628057,1444.321124,13.84635691,10,0,0,No,Yes,No,Holiday representative,Electronic Check,Month-to-month,55338
795,40.88882,-80.33558,3076,Suburban,America/New_York,0,62,57559.65,Never Married,Yes,Male,4.933319572,204.963371,854.4182496,10.02798635,10,1,0,No,Yes,No,Web designer,Mailed Check,One year,16157
796,42.69069,-92.22652,1174,Urban,America/Chicago,3,85,14824.71,Widowed,Yes,Male,6.284107728,172.44408,829.2707102,7.363525885,2,0,0,No,No,Yes,Hospital pharmacist,Credit Card (automatic),Month-to-month,50668
797,38.16164,-121.14989,3531,Rural,America/Los_Angeles,2,40,74381.07,Divorced,Yes,Female,2.179548523,220.114868,1211.247766,15.15657239,10,1,0,No,Yes,Yes,"Teacher, early years/pre",Mailed Check,Month-to-month,95237
798,43.63905,-96.07365,437,Suburban,America/Chicago,4,67,62905.7,Married,Yes,Female,9.289517752,149.97755,1096.234525,8.441192512,13,1,0,No,Yes,No,Commercial horticulturist,Credit Card (automatic),Month-to-month,56158
799,47.61267,-115.88753,1454,Suburban,America/Los_Angeles,1,33,4297.28,Divorced,Yes,Female,12.55438733,270.160419,2312.167935,10.80087066,13,2,0,No,No,No,Public relations account executive,Electronic Check,Month-to-month,83873
800,34.90556,-95.34058,6138,Rural,America/Chicago,2,77,36678.72,Separated,No,Male,28.86969715,152.44408,3088.823891,10.35866414,4,0,0,No,Yes,Yes,Academic librarian,Electronic Check,One year,74578
801,31.77857,-83.87306,1130,Suburban,America/New_York,2,20,20433.9,Never Married,Yes,Male,8.063547235,232.62403,1810.319743,10.4009592,13,0,1,No,No,No,Geographical information systems officer,Bank Transfer(automatic),Month-to-month,31796
802,29.00962,-81.36797,31819,Urban,America/New_York,4,75,17089.24,Divorced,Yes,Male,4.612099351,222.632554,1479.639912,10.39432745,18,0,0,No,No,Yes,Tourist information centre manager,Electronic Check,Two Year,32720
803,32.04179,-100.69269,7,Suburban,America/Chicago,10,24,27466.82,Married,Yes,Female,14.60526414,262.610632,2208.615485,15.08380131,15,0,0,No,Yes,No,Optometrist,Credit Card (automatic),Month-to-month,76949
804,36.96167,-82.65648,6366,Urban,America/New_York,0,73,29249.18,Never Married,No,Male,11.95255483,179.979358,1232.913132,6.479792672,13,0,0,No,Yes,No,Biomedical engineer,Bank Transfer(automatic),Two Year,24273
805,43.57631,-75.52689,1067,Rural,America/New_York,2,63,50264.01,Married,Yes,Male,5.044076415,165.01134,928.4588213,12.76255256,10,0,1,No,Yes,Yes,Audiological scientist,Electronic Check,Month-to-month,13325
806,37.90265,-122.26195,11455,Suburban,America/Los_Angeles,3,67,10231.67,Married,No,Female,13.55218661,242.628057,1779.049529,5.031953948,11,0,1,No,Yes,Yes,Biomedical scientist,Credit Card (automatic),One year,94708
807,40.45596,-80.06083,8589,Urban,America/New_York,0,44,51937.51,Separated,No,Male,7.748288711,182.465269,1039.252532,12.63331903,18,1,0,No,Yes,No,Financial risk analyst,Mailed Check,Month-to-month,15204
808,41.68305,-70.02231,1024,Suburban,America/New_York,3,52,6914.4,Widowed,No,Male,8.360649713,92.455141,1262.21298,1.180258979,13,2,1,No,No,No,General practice doctor,Bank Transfer(automatic),Month-to-month,2659
809,38.22553,-81.12724,527,Urban,America/New_York,1,61,35808.85,Divorced,Yes,Male,9.162445307,179.965581,993.6031859,10.84787976,9,0,0,Yes,Yes,No,Multimedia programmer,Bank Transfer(automatic),Month-to-month,26690
810,35.75262,-77.63587,3134,Rural,America/New_York,0,41,43329.35,Married,Yes,Male,5.823321565,255.119794,1590.329883,8.222455858,15,0,2,No,Yes,Yes,"Engineer, control and instrumentation",Electronic Check,One year,27852
811,41.69165,-70.61522,4059,Rural,America/New_York,1,49,25435.29,Widowed,Yes,Female,8.294910436,182.460772,1048.128938,12.9775086,11,4,0,Yes,No,No,Arts administrator,Credit Card (automatic),Month-to-month,2559
812,47.63961,-116.75208,26607,Rural,America/Los_Angeles,1,45,33809.72,Never Married,No,Nonbinary,29.10639477,127.458638,2678.418264,3.908365171,13,1,1,No,No,Yes,Insurance broker,Electronic Check,Month-to-month,83814
813,37.24447,-88.98071,895,Urban,America/Chicago,1,39,98173.49,Never Married,Yes,Female,5.786960464,207.609354,993.8801154,6.483393995,15,1,0,No,Yes,No,Drilling engineer,Bank Transfer(automatic),Month-to-month,62941
814,40.38103,-80.35979,116,Suburban,America/New_York,0,52,6990.37,Never Married,Yes,Male,19.70266217,117.468591,2268.392356,5.729464009,15,1,2,No,Yes,Yes,Personal assistant,Mailed Check,Month-to-month,15053
815,32.20478,-110.94563,0,Suburban,America/Phoenix,2,42,29345.58,Married,No,Male,4.455386749,95.005709,610.2580075,7.450205641,14,0,0,Yes,Yes,No,Advice worker,Credit Card (automatic),Month-to-month,85726
816,18.29032,-67.12243,27073,Urban,America/Puerto_Rico,0,29,21616.35,Widowed,No,Female,9.44860885,217.470195,1243.779967,14.37269379,14,2,0,No,No,No,Museum/gallery exhibitions officer,Electronic Check,One year,610
817,33.08095,-83.44181,1815,Suburban,America/New_York,1,52,29736.31,Separated,Yes,Female,4.986528165,245.146969,1460.586413,3.461555254,7,0,1,No,Yes,No,"Engineer, materials",Credit Card (automatic),Month-to-month,31033
818,29.65293,-95.52028,28558,Suburban,America/Chicago,2,80,10670.46,Separated,No,Female,12.00858052,177.48762,1774.586726,10.13650144,7,0,0,No,Yes,No,"Development worker, community",Credit Card (automatic),Month-to-month,77071
819,42.07758,-78.48324,1372,Rural,America/New_York,0,83,15842.09,Separated,No,Female,10.26390461,172.44408,1022.516053,6.69907945,13,1,0,No,No,No,"Designer, industrial/product",Mailed Check,One year,14778
820,39.06719,-94.92262,11561,Suburban,America/Chicago,2,73,41717.46,Never Married,Yes,Female,1.525343103,232.652038,805.1476345,7.544577618,10,2,0,No,No,No,Energy manager,Mailed Check,Two Year,66012
821,42.53354,-112.542,110,Urban,America/Boise,0,34,29907.64,Never Married,Yes,Female,11.78880203,147.442069,1173.669727,9.891516764,12,1,0,No,Yes,Yes,"Radiographer, diagnostic",Mailed Check,Month-to-month,83212
822,35.58601,-88.85286,33168,Urban,America/Chicago,4,82,12482.52,Never Married,Yes,Female,24.19132114,242.61428,2551.579661,10.39942085,14,0,1,No,Yes,No,"Therapist, drama",Mailed Check,Month-to-month,38301
823,33.65548,-85.24597,2498,Rural,America/New_York,9,23,12072.44,Married,Yes,Male,14.37727698,172.487091,2033.164639,7.010398119,12,0,0,No,Yes,No,Medical technical officer,Mailed Check,Month-to-month,30182
824,42.11986,-83.564,4102,Suburban,America/Detroit,3,64,47300.07,Married,No,Female,1.128335443,212.641455,1094.729266,12.47369418,16,0,2,No,No,No,Pathologist,Credit Card (automatic),Two Year,48191
825,41.67113,-74.3793,318,Suburban,America/New_York,2,47,42440.36,Widowed,Yes,Female,5.691421867,154.975543,1396.977223,14.81572883,14,2,0,No,Yes,No,Surgeon,Credit Card (automatic),Month-to-month,12420
826,39.44205,-93.07933,1516,Suburban,America/Chicago,3,37,35223.63,Separated,Yes,Female,6.492246879,154.975543,1526.166139,7.647106164,7,0,2,Yes,No,No,Recruitment consultant,Credit Card (automatic),Month-to-month,65236
827,44.76209,-69.31062,845,Urban,America/New_York,0,84,87580.83,Widowed,Yes,Male,3.831221517,207.481057,767.1879493,9.746705702,15,0,1,No,Yes,No,Audiological scientist,Electronic Check,Two Year,4929
828,43.78923,-88.24517,1499,Rural,America/Chicago,2,45,24608.16,Never Married,No,Male,11.08306586,127.495766,1224.30253,12.19720019,12,0,0,No,Yes,No,"Optician, dispensing",Bank Transfer(automatic),One year,53057
829,42.21026,-75.3739,353,Urban,America/New_York,1,20,32011.39,Separated,No,Female,7.48578642,127.442069,1311.269805,14.34937361,13,1,0,No,Yes,No,Claims inspector/assessor,Electronic Check,One year,13804
830,38.66707,-121.14176,76973,Rural,America/Los_Angeles,1,56,78944.18,Divorced,Yes,Male,8.654535873,194.976769,1120.116258,9.263624334,17,2,0,No,No,No,Lobbyist,Bank Transfer(automatic),Month-to-month,95630
831,41.35264,-79.13648,225,Suburban,America/New_York,4,80,21878.12,Widowed,No,Female,5.179004124,114.997564,623.8543707,11.0781516,17,2,0,No,Yes,No,Water engineer,Electronic Check,One year,15828
832,41.17326,-80.68007,14796,Suburban,America/New_York,1,76,29005.1,Divorced,Yes,Male,1.440416687,207.638588,635.4288732,11.97165632,14,0,0,No,No,Yes,Lobbyist,Bank Transfer(automatic),Month-to-month,44420
833,34.4196,-82.22193,4711,Rural,America/New_York,1,79,14715.35,Widowed,Yes,Male,7.542749465,184.971516,943.6675679,9.812128627,15,1,1,No,No,No,"Surveyor, planning and development",Credit Card (automatic),Month-to-month,29692
834,41.6044,-93.7128,4990,Rural,America/Chicago,1,18,3401.06,Never Married,No,Female,4.607336316,182.446995,766.7921091,11.05079611,14,0,2,No,No,No,"Journalist, newspaper",Electronic Check,One year,50324
835,39.11128,-79.61795,945,Rural,America/New_York,1,19,45181.91,Separated,Yes,Male,6.28842083,169.944668,958.0823564,13.9416954,11,0,0,No,No,No,Multimedia programmer,Electronic Check,Month-to-month,26269
836,35.24959,-97.46293,24416,Rural,America/Chicago,0,47,51909.42,Separated,Yes,Male,1.532973151,220.132293,720.5035962,10.13282402,11,0,0,No,No,Yes,Advertising account executive,Bank Transfer(automatic),Month-to-month,73069
