payment_id,payment_type
1933,Credit Card (automatic)
1934,Electronic Check
1935,Bank Transfer(automatic)
1936,Bank Transfer(automatic)
1937,Mailed Check
1938,Electronic Check
1939,Electronic Check
1940,Electronic Check
1941,Credit Card (automatic)
1942,Electronic Check
1943,Bank Transfer(automatic)
1944,Electronic Check
1945,Electronic Check
1946,Mailed Check
1947,Credit Card (automatic)
1948,Bank Transfer(automatic)
1949,Bank Transfer(automatic)
1950,Credit Card (automatic)
1951,Electronic Check
1952,Mailed Check
1953,Mailed Check
1954,Electronic Check
1955,Mailed Check
1956,Mailed Check
1957,Credit Card (automatic)
1958,Credit Card (automatic)
1959,Mailed Check
1960,Credit Card (automatic)
1961,Bank Transfer(automatic)
1962,Electronic Check
1963,Credit Card (automatic)
1964,Bank Transfer(automatic)
1965,Electronic Check
1966,Credit Card (automatic)
1967,Electronic Check
1968,Mailed Check
1969,Mailed Check
1970,Mailed Check
1971,Bank Transfer(automatic)
1972,Credit Card (automatic)
1973,Bank Transfer(automatic)
1974,Credit Card (automatic)
1975,Bank Transfer(automatic)
1976,Bank Transfer(automatic)
1977,Credit Card (automatic)
1978,Credit Card (automatic)
1979,Electronic Check
1980,Mailed Check
1981,Credit Card (automatic)
1982,Mailed Check
1983,Electronic Check
1984,Credit Card (automatic)
1985,Mailed Check
1986,Electronic Check
1987,Electronic Check
1988,Electronic Check
1989,Electronic Check
1990,Electronic Check
1991,Credit Card (automatic)
1992,Credit Card (automatic)
1993,Electronic Check
1994,Credit Card (automatic)
1995,Electronic Check
1996,Electronic Check
1997,Electronic Check
1998,Bank Transfer(automatic)
1999,Credit Card (automatic)
2000,Electronic Check
2001,Bank Transfer(automatic)
2002,Bank Transfer(automatic)
2003,Bank Transfer(automatic)
2004,Mailed Check
2005,Electronic Check
2006,Mailed Check
2007,Bank Transfer(automatic)
2008,Bank Transfer(automatic)
2009,Electronic Check
2010,Electronic Check
2011,Credit Card (automatic)
2012,Bank Transfer(automatic)
2013,Electronic Check
2014,Electronic Check
2015,Mailed Check
2016,Bank Transfer(automatic)
2017,Electronic Check
2018,Mailed Check
2019,Electronic Check
2020,Credit Card (automatic)
2021,Electronic Check
2022,Credit Card (automatic)
2023,Bank Transfer(automatic)
2024,Electronic Check
2025,Credit Card (automatic)
2026,Electronic Check
2027,Credit Card (automatic)
2028,Mailed Check
2029,Electronic Check
2030,Mailed Check
2031,Mailed Check
2032,Credit Card (automatic)
2033,Electronic Check
2034,Credit Card (automatic)
2035,Credit Card (automatic)
2036,Electronic Check
2037,Credit Card (automatic)
2038,Credit Card (automatic)
2039,Mailed Check
2040,Mailed Check
2041,Mailed Check
2042,Bank Transfer(automatic)
2043,Electronic Check
2044,Electronic Check
2045,Electronic Check
2046,Electronic Check
2047,Electronic Check
2048,Credit Card (automatic)
2049,Credit Card (automatic)
2050,Bank Transfer(automatic)
2051,Credit Card (automatic)
2052,Credit Card (automatic)
2053,Bank Transfer(automatic)
2054,Credit Card (automatic)
2055,Credit Card (automatic)
2056,Credit Card (automatic)
2057,Bank Transfer(automatic)
2058,Mailed Check
2059,Mailed Check
2060,Electronic Check
2061,Mailed Check
2062,Mailed Check
2063,Mailed Check
2064,Bank Transfer(automatic)
2065,Bank Transfer(automatic)
2066,Bank Transfer(automatic)
2067,Mailed Check
2068,Electronic Check
2069,Credit Card (automatic)
2070,Electronic Check
2071,Electronic Check
2072,Electronic Check
2073,Credit Card (automatic)
2074,Electronic Check
2075,Bank Transfer(automatic)
2076,Electronic Check
2077,Bank Transfer(automatic)
2078,Mailed Check
2079,Electronic Check
2080,Electronic Check
2081,Electronic Check
2082,Bank Transfer(automatic)
2083,Electronic Check
2084,Electronic Check
2085,Bank Transfer(automatic)
2086,Credit Card (automatic)
2087,Mailed Check
2088,Bank Transfer(automatic)
2089,Electronic Check
2090,Electronic Check
2091,Electronic Check
2092,Bank Transfer(automatic)
2093,Credit Card (automatic)
2094,Credit Card (automatic)
2095,Bank Transfer(automatic)
2096,Mailed Check
2097,Mailed Check
2098,Electronic Check
2099,Mailed Check
2100,Electronic Check
2101,Credit Card (automatic)
2102,Bank Transfer(automatic)
2103,Bank Transfer(automatic)
2104,Electronic Check
2105,Electronic Check
2106,Bank Transfer(automatic)
2107,Bank Transfer(automatic)
2108,Credit Card (automatic)
2109,Electronic Check
2110,Bank Transfer(automatic)
2111,Bank Transfer(automatic)
2112,Electronic Check
2113,Electronic Check
2114,Bank Transfer(automatic)
2115,Bank Transfer(automatic)
2116,Mailed Check
2117,Mailed Check
2118,Electronic Check
2119,Electronic Check
2120,Bank Transfer(automatic)
2121,Credit Card (automatic)
2122,Mailed Check
2123,Bank Transfer(automatic)
2124,Mailed Check
2125,Mailed Check
2126,Electronic Check
2127,Mailed Check
2128,Mailed Check
2129,Credit Card (automatic)
2130,Mailed Check
2131,Credit Card (automatic)
2132,Mailed Check
2133,Electronic Check
2134,Electronic Check
2135,Bank Transfer(automatic)
2136,Bank Transfer(automatic)
2137,Credit Card (automatic)
2138,Mailed Check
2139,Credit Card (automatic)
2140,Electronic Check
2141,Mailed Check
2142,Electronic Check
2143,Mailed Check
2144,Electronic Check
2145,Bank Transfer(automatic)
2146,Credit Card (automatic)
2147,Electronic Check
2148,Electronic Check
2149,Credit Card (automatic)
2150,Credit Card (automatic)
2151,Mailed Check
2152,Credit Card (automatic)
2153,Bank Transfer(automatic)
2154,Electronic Check
2155,Electronic Check
2156,Bank Transfer(automatic)
2157,Credit Card (automatic)
2158,Electronic Check
2159,Electronic Check
2160,Mailed Check
2161,Credit Card (automatic)
2162,Credit Card (automatic)
2163,Bank Transfer(automatic)
2164,Electronic Check
2165,Bank Transfer(automatic)
2166,Bank Transfer(automatic)
2167,Electronic Check
2168,Electronic Check
2169,Electronic Check
2170,Credit Card (automatic)
2171,Credit Card (automatic)
2172,Electronic Check
2173,Electronic Check
2174,Credit Card (automatic)
2175,Bank Transfer(automatic)
2176,Electronic Check
2177,Electronic Check
2178,Electronic Check
2179,Credit Card (automatic)
2180,Electronic Check
2181,Bank Transfer(automatic)
2182,Electronic Check
2183,Bank Transfer(automatic)
2184,Bank Transfer(automatic)
2185,Electronic Check
2186,Mailed Check
2187,Credit Card (automatic)
2188,Mailed Check
2189,Electronic Check
2190,Bank Transfer(automatic)
2191,Electronic Check
2192,Credit Card (automatic)
2193,Electronic Check
2194,Bank Transfer(automatic)
2195,Electronic Check
2196,Electronic Check
2197,Electronic Check
2198,Electronic Check
2199,Electronic Check
2200,Mailed Check
2201,Bank Transfer(automatic)
2202,Electronic Check
2203,Credit Card (automatic)
2204,Mailed Check
2205,Mailed Check
2206,Electronic Check
2207,Electronic Check
2208,Bank Transfer(automatic)
2209,Credit Card (automatic)
2210,Credit Card (automatic)
2211,Bank Transfer(automatic)
2212,Mailed Check
2213,Credit Card (automatic)
2214,Credit Card (automatic)
2215,Bank Transfer(automatic)
2216,Mailed Check
2217,Credit Card (automatic)
2218,Bank Transfer(automatic)
2219,Electronic Check
2220,Bank Transfer(automatic)
2221,Mailed Check
2222,Credit Card (automatic)
2223,Mailed Check
2224,Bank Transfer(automatic)
2225,Credit Card (automatic)
2226,Electronic Check
2227,Mailed Check
2228,Bank Transfer(automatic)
2229,Mailed Check
2230,Mailed Check
2231,Bank Transfer(automatic)
2232,Credit Card (automatic)
2233,Credit Card (automatic)
2234,Mailed Check
2235,Mailed Check
2236,Bank Transfer(automatic)
2237,Electronic Check
2238,Credit Card (automatic)
2239,Mailed Check
2240,Bank Transfer(automatic)
2241,Bank Transfer(automatic)
2242,Credit Card (automatic)
2243,Mailed Check
2244,Mailed Check
2245,Mailed Check
2246,Electronic Check
2247,Mailed Check
2248,Bank Transfer(automatic)
2249,Mailed Check
2250,Electronic Check
2251,Mailed Check
2252,Electronic Check
2253,Credit Card (automatic)
2254,Electronic Check
2255,Mailed Check
2256,Mailed Check
2257,Mailed Check
2258,Mailed Check
2259,Credit Card (automatic)
2260,Electronic Check
2261,Bank Transfer(automatic)
2262,Electronic Check
2263,Electronic Check
2264,Bank Transfer(automatic)
2265,Bank Transfer(automatic)
2266,Bank Transfer(automatic)
2267,Mailed Check
2268,Mailed Check
2269,Mailed Check
2270,Bank Transfer(automatic)
2271,Bank Transfer(automatic)
2272,Mailed Check
2273,Electronic Check
2274,Mailed Check
2275,Credit Card (automatic)
2276,Mailed Check
2277,Electronic Check
2278,Bank Transfer(automatic)
2279,Bank Transfer(automatic)
2280,Electronic Check
2281,Credit Card (automatic)
2282,Bank Transfer(automatic)
2283,Electronic Check
2284,Electronic Check
2285,Bank Transfer(automatic)
2286,Electronic Check
2287,Electronic Check
2288,Credit Card (automatic)
2289,Bank Transfer(automatic)
2290,Mailed Check
2291,Bank Transfer(automatic)
2292,Credit Card (automatic)
2293,Mailed Check
2294,Mailed Check
2295,Mailed Check
2296,Credit Card (automatic)
2297,Mailed Check
2298,Electronic Check
2299,Bank Transfer(automatic)
2300,Electronic Check
2301,Mailed Check
2302,Electronic Check
2303,Bank Transfer(automatic)
2304,Credit Card (automatic)
2305,Bank Transfer(automatic)
2306,Mailed Check
2307,Electronic Check
2308,Mailed Check
2309,Bank Transfer(automatic)
2310,Bank Transfer(automatic)
2311,Bank Transfer(automatic)
2312,Electronic Check
2313,Electronic Check
2314,Bank Transfer(automatic)
2315,Mailed Check
2316,Credit Card (automatic)
2317,Credit Card (automatic)
2318,Bank Transfer(automatic)
2319,Electronic Check
2320,Electronic Check
2321,Bank Transfer(automatic)
2322,Mailed Check
2323,Electronic Check
2324,Electronic Check
2325,Mailed Check
2326,Electronic Check
2327,Electronic Check
2328,Credit Card (automatic)
2329,Credit Card (automatic)
2330,Electronic Check
2331,Mailed Check
2332,Bank Transfer(automatic)
2333,Electronic Check
2334,Bank Transfer(automatic)
2335,Mailed Check
2336,Mailed Check
2337,Mailed Check
2338,Bank Transfer(automatic)
2339,Electronic Check
2340,Electronic Check
2341,Electronic Check
2342,Mailed Check
2343,Mailed Check
2344,Electronic Check
2345,Credit Card (automatic)
2346,Mailed Check
2347,Mailed Check
2348,Bank Transfer(automatic)
2349,Bank Transfer(automatic)
2350,Credit Card (automatic)
2351,Credit Card (automatic)
2352,Bank Transfer(automatic)
2353,Mailed Check
2354,Electronic Check
2355,Credit Card (automatic)
2356,Credit Card (automatic)
2357,Bank Transfer(automatic)
2358,Credit Card (automatic)
2359,Bank Transfer(automatic)
2360,Mailed Check
2361,Electronic Check
2362,Mailed Check
2363,Bank Transfer(automatic)
2364,Bank Transfer(automatic)
2365,Mailed Check
2366,Electronic Check
2367,Bank Transfer(automatic)
2368,Electronic Check
2369,Bank Transfer(automatic)
2370,Electronic Check
2371,Credit Card (automatic)
2372,Mailed Check
2373,Credit Card (automatic)
2374,Bank Transfer(automatic)
2375,Mailed Check
2376,Bank Transfer(automatic)
2377,Electronic Check
2378,Bank Transfer(automatic)
2379,Electronic Check
2380,Bank Transfer(automatic)
2381,Electronic Check
2382,Bank Transfer(automatic)
2383,Mailed Check
2384,Bank Transfer(automatic)
2385,Credit Card (automatic)
2386,Electronic Check
2387,Electronic Check
2388,Credit Card (automatic)
2389,Electronic Check
2390,Electronic Check
2391,Credit Card (automatic)
2392,Electronic Check
2393,Credit Card (automatic)
2394,Electronic Check
2395,Mailed Check
2396,Electronic Check
2397,Electronic Check
2398,Credit Card (automatic)
2399,Bank Transfer(automatic)
2400,Electronic Check
2401,Electronic Check
2402,Bank Transfer(automatic)
2403,Credit Card (automatic)
2404,Bank Transfer(automatic)
2405,Bank Transfer(automatic)
2406,Electronic Check
2407,Credit Card (automatic)
2408,Credit Card (automatic)
2409,Credit Card (automatic)
2410,Bank Transfer(automatic)
2411,Mailed Check
2412,Bank Transfer(automatic)
2413,Electronic Check
2414,Mailed Check
2415,Electronic Check
2416,Bank Transfer(automatic)
2417,Credit Card (automatic)
2418,Mailed Check
2419,Bank Transfer(automatic)
2420,Electronic Check
2421,Credit Card (automatic)
2422,Mailed Check
2423,Credit Card (automatic)
2424,Electronic Check
2425,Electronic Check
2426,Mailed Check
2427,Electronic Check
2428,Electronic Check
2429,Bank Transfer(automatic)
2430,Electronic Check
2431,Credit Card (automatic)
2432,Mailed Check
2433,Bank Transfer(automatic)
2434,Electronic Check
2435,Credit Card (automatic)
2436,Credit Card (automatic)
2437,Electronic Check
2438,Bank Transfer(automatic)
2439,Mailed Check
2440,Bank Transfer(automatic)
2441,Bank Transfer(automatic)
2442,Credit Card (automatic)
2443,Mailed Check
2444,Electronic Check
2445,Electronic Check
2446,Mailed Check
2447,Bank Transfer(automatic)
2448,Credit Card (automatic)
2449,Credit Card (automatic)
2450,Bank Transfer(automatic)
2451,Credit Card (automatic)
2452,Credit Card (automatic)
2453,Mailed Check
2454,Credit Card (automatic)
2455,Credit Card (automatic)
2456,Electronic Check
2457,Electronic Check
2458,Mailed Check
2459,Bank Transfer(automatic)
2460,Electronic Check
2461,Electronic Check
2462,Bank Transfer(automatic)
2463,Electronic Check
2464,Credit Card (automatic)
2465,Credit Card (automatic)
2466,Electronic Check
2467,Mailed Check
2468,Credit Card (automatic)
2469,Electronic Check
2470,Electronic Check
2471,Credit Card (automatic)
2472,Mailed Check
2473,Electronic Check
2474,Credit Card (automatic)
2475,Electronic Check
2476,Credit Card (automatic)
2477,Bank Transfer(automatic)
2478,Electronic Check
2479,Credit Card (automatic)
2480,Mailed Check
2481,Electronic Check
2482,Mailed Check
2483,Electronic Check
2484,Electronic Check
2485,Credit Card (automatic)
2486,Bank Transfer(automatic)
2487,Electronic Check
2488,Electronic Check
2489,Bank Transfer(automatic)
2490,Mailed Check
2491,Electronic Check
2492,Bank Transfer(automatic)
2493,Credit Card (automatic)
2494,Electronic Check
2495,Electronic Check
2496,Credit Card (automatic)
2497,Electronic Check
2498,Electronic Check
2499,Electronic Check
2500,Electronic Check
2501,Electronic Check
2502,Bank Transfer(automatic)
2503,Credit Card (automatic)
2504,Credit Card (automatic)
2505,Bank Transfer(automatic)
2506,Electronic Check
2507,Mailed Check
2508,Mailed Check
2509,Mailed Check
2510,Mailed Check
2511,Credit Card (automatic)
2512,Credit Card (automatic)
2513,Electronic Check
2514,Mailed Check
2515,Mailed Check
2516,Electronic Check
2517,Bank Transfer(automatic)
2518,Mailed Check
2519,Electronic Check
2520,Credit Card (automatic)
2521,Electronic Check
2522,Bank Transfer(automatic)
2523,Credit Card (automatic)
2524,Mailed Check
2525,Electronic Check
2526,Bank Transfer(automatic)
2527,Mailed Check
2528,Mailed Check
2529,Electronic Check
2530,Credit Card (automatic)
2531,Credit Card (automatic)
2532,Bank Transfer(automatic)
2533,Electronic Check
2534,Electronic Check
2535,Electronic Check
2536,Electronic Check
2537,Mailed Check
2538,Electronic Check
2539,Electronic Check
2540,Mailed Check
2541,Mailed Check
2542,Bank Transfer(automatic)
2543,Mailed Check
2544,Credit Card (automatic)
2545,Mailed Check
2546,Electronic Check
2547,Electronic Check
2548,Mailed Check
2549,Electronic Check
2550,Mailed Check
2551,Credit Card (automatic)
2552,Electronic Check
2553,Mailed Check
2554,Electronic Check
2555,Mailed Check
2556,Credit Card (automatic)
2557,Mailed Check
2558,Electronic Check
2559,Credit Card (automatic)
2560,Credit Card (automatic)
2561,Electronic Check
2562,Bank Transfer(automatic)
2563,Mailed Check
2564,Mailed Check
2565,Mailed Check
2566,Electronic Check
2567,Credit Card (automatic)
2568,Mailed Check
2569,Mailed Check
2570,Electronic Check
2571,Credit Card (automatic)
2572,Electronic Check
2573,Credit Card (automatic)
2574,Credit Card (automatic)
2575,Bank Transfer(automatic)
2576,Electronic Check
2577,Mailed Check
2578,Bank Transfer(automatic)
2579,Credit Card (automatic)
2580,Credit Card (automatic)
2581,Bank Transfer(automatic)
2582,Electronic Check
2583,Electronic Check
2584,Mailed Check
2585,Mailed Check
2586,Bank Transfer(automatic)
2587,Credit Card (automatic)
2588,Credit Card (automatic)
2589,Bank Transfer(automatic)
2590,Bank Transfer(automatic)
2591,Mailed Check
2592,Bank Transfer(automatic)
2593,Electronic Check
2594,Credit Card (automatic)
2595,Mailed Check
2596,Mailed Check
2597,Electronic Check
2598,Electronic Check
2599,Mailed Check
2600,Bank Transfer(automatic)
2601,Electronic Check
2602,Mailed Check
2603,Electronic Check
2604,Electronic Check
2605,Credit Card (automatic)
2606,Bank Transfer(automatic)
2607,Mailed Check
2608,Mailed Check
2609,Credit Card (automatic)
2610,Credit Card (automatic)
2611,Bank Transfer(automatic)
2612,Mailed Check
2613,Electronic Check
2614,Mailed Check
2615,Mailed Check
2616,Bank Transfer(automatic)
2617,Electronic Check
2618,Electronic Check
2619,Mailed Check
2620,Electronic Check
2621,Mailed Check
2622,Electronic Check
2623,Electronic Check
2624,Electronic Check
2625,Bank Transfer(automatic)
2626,Electronic Check
2627,Mailed Check
2628,Credit Card (automatic)
2629,Mailed Check
2630,Bank Transfer(automatic)
2631,Mailed Check
2632,Bank Transfer(automatic)
2633,Mailed Check
2634,Mailed Check
2635,Mailed Check
2636,Mailed Check
2637,Mailed Check
2638,Mailed Check
2639,Mailed Check
2640,Bank Transfer(automatic)
2641,Credit Card (automatic)
2642,Electronic Check
2643,Bank Transfer(automatic)
2644,Credit Card (automatic)
2645,Credit Card (automatic)
2646,Electronic Check
2647,Bank Transfer(automatic)
2648,Credit Card (automatic)
2649,Bank Transfer(automatic)
2650,Credit Card (automatic)
2651,Bank Transfer(automatic)
2652,Credit Card (automatic)
2653,Credit Card (automatic)
2654,Electronic Check
2655,Mailed Check
2656,Bank Transfer(automatic)
2657,Mailed Check
2658,Credit Card (automatic)
2659,Bank Transfer(automatic)
2660,Bank Transfer(automatic)
2661,Credit Card (automatic)
2662,Bank Transfer(automatic)
2663,Bank Transfer(automatic)
2664,Electronic Check
2665,Bank Transfer(automatic)
2666,Bank Transfer(automatic)
2667,Bank Transfer(automatic)
2668,Mailed Check
2669,Mailed Check
2670,Electronic Check
2671,Electronic Check
2672,Credit Card (automatic)
2673,Credit Card (automatic)
2674,Electronic Check
2675,Credit Card (automatic)
2676,Mailed Check
2677,Bank Transfer(automatic)
2678,Credit Card (automatic)
2679,Bank Transfer(automatic)
2680,Electronic Check
2681,Mailed Check
2682,Bank Transfer(automatic)
2683,Electronic Check
2684,Credit Card (automatic)
2685,Bank Transfer(automatic)
2686,Electronic Check
2687,Electronic Check
2688,Electronic Check
2689,Bank Transfer(automatic)
2690,Credit Card (automatic)
2691,Credit Card (automatic)
2692,Mailed Check
2693,Credit Card (automatic)
2694,Electronic Check
2695,Bank Transfer(automatic)
2696,Bank Transfer(automatic)
2697,Bank Transfer(automatic)
2698,Bank Transfer(automatic)
2699,Bank Transfer(automatic)
2700,Bank Transfer(automatic)
2701,Mailed Check
2702,Mailed Check
2703,Electronic Check
2704,Credit Card (automatic)
2705,Mailed Check
2706,Bank Transfer(automatic)
2707,Bank Transfer(automatic)
2708,Bank Transfer(automatic)
2709,Bank Transfer(automatic)
2710,Bank Transfer(automatic)
2711,Bank Transfer(automatic)
2712,Electronic Check
2713,Credit Card (automatic)
2714,Credit Card (automatic)
2715,Bank Transfer(automatic)
2716,Electronic Check
2717,Electronic Check
2718,Mailed Check
2719,Mailed Check
2720,Mailed Check
2721,Credit Card (automatic)
2722,Electronic Check
2723,Electronic Check
2724,Credit Card (automatic)
2725,Mailed Check
2726,Electronic Check
2727,Electronic Check
2728,Bank Transfer(automatic)
2729,Mailed Check
2730,Bank Transfer(automatic)
2731,Electronic Check
2732,Bank Transfer(automatic)
2733,Credit Card (automatic)
2734,Bank Transfer(automatic)
2735,Mailed Check
2736,Credit Card (automatic)
2737,Mailed Check
2738,Mailed Check
2739,Electronic Check
2740,Bank Transfer(automatic)
2741,Credit Card (automatic)
2742,Credit Card (automatic)
2743,Electronic Check
2744,Mailed Check
2745,Mailed Check
2746,Electronic Check
2747,Electronic Check
2748,Bank Transfer(automatic)
2749,Credit Card (automatic)
2750,Bank Transfer(automatic)
2751,Electronic Check
2752,Electronic Check
2753,Mailed Check
2754,Bank Transfer(automatic)
2755,Electronic Check
2756,Mailed Check
2757,Credit Card (automatic)
2758,Electronic Check
2759,Electronic Check
2760,Electronic Check
2761,Electronic Check
2762,Mailed Check
2763,Electronic Check
2764,Credit Card (automatic)
2765,Electronic Check
2766,Credit Card (automatic)
2767,Mailed Check
2768,Mailed Check
2769,Credit Card (automatic)
2770,Electronic Check
2771,Electronic Check
2772,Credit Card (automatic)
2773,Electronic Check
2774,Electronic Check
2775,Bank Transfer(automatic)
2776,Bank Transfer(automatic)
2777,Credit Card (automatic)
2778,Credit Card (automatic)
2779,Mailed Check
2780,Mailed Check
2781,Electronic Check
2782,Credit Card (automatic)
2783,Electronic Check
2784,Credit Card (automatic)
2785,Credit Card (automatic)
2786,Electronic Check
2787,Credit Card (automatic)
2788,Mailed Check
2789,Electronic Check
2790,Bank Transfer(automatic)
2791,Electronic Check
2792,Electronic Check
2793,Bank Transfer(automatic)
2794,Bank Transfer(automatic)
2795,Mailed Check
2796,Bank Transfer(automatic)
2797,Electronic Check
2798,Bank Transfer(automatic)
2799,Mailed Check
2800,Bank Transfer(automatic)
2801,Mailed Check
2802,Electronic Check
2803,Electronic Check
2804,Mailed Check
2805,Electronic Check
2806,Bank Transfer(automatic)
2807,Credit Card (automatic)
2808,Electronic Check
2809,Electronic Check
2810,Electronic Check
2811,Mailed Check
2812,Mailed Check
2813,Electronic Check
2814,Bank Transfer(automatic)
2815,Credit Card (automatic)
2816,Mailed Check
2817,Bank Transfer(automatic)
2818,Electronic Check
2819,Electronic Check
2820,Mailed Check
2821,Electronic Check
2822,Credit Card (automatic)
2823,Electronic Check
2824,Electronic Check
2825,Mailed Check
2826,Electronic Check
2827,Mailed Check
2828,Electronic Check
2829,Electronic Check
2830,Electronic Check
2831,Bank Transfer(automatic)
2832,Electronic Check
2833,Credit Card (automatic)
2834,Bank Transfer(automatic)
2835,Mailed Check
2836,Mailed Check
2837,Mailed Check
2838,Mailed Check
2839,Credit Card (automatic)
2840,Mailed Check
2841,Electronic Check
2842,Electronic Check
2843,Electronic Check
2844,Electronic Check
2845,Bank Transfer(automatic)
2846,Electronic Check
2847,Mailed Check
2848,Credit Card (automatic)
2849,Electronic Check
2850,Electronic Check
2851,Bank Transfer(automatic)
2852,Mailed Check
2853,Bank Transfer(automatic)
2854,Bank Transfer(automatic)
2855,Electronic Check
2856,Electronic Check
2857,Credit Card (automatic)
2858,Bank Transfer(automatic)
2859,Electronic Check
2860,Electronic Check
2861,Credit Card (automatic)
2862,Electronic Check
2863,Mailed Check
2864,Electronic Check
2865,Bank Transfer(automatic)
2866,Electronic Check
2867,Credit Card (automatic)
2868,Bank Transfer(automatic)
2869,Bank Transfer(automatic)
2870,Electronic Check
2871,Bank Transfer(automatic)
2872,Credit Card (automatic)
2873,Bank Transfer(automatic)
2874,Mailed Check
2875,Electronic Check
2876,Electronic Check
2877,Bank Transfer(automatic)
2878,Mailed Check
2879,Credit Card (automatic)
2880,Mailed Check
2881,Bank Transfer(automatic)
2882,Mailed Check
2883,Mailed Check
2884,Credit Card (automatic)
2885,Mailed Check
2886,Bank Transfer(automatic)
2887,Bank Transfer(automatic)
2888,Credit Card (automatic)
2889,Mailed Check
2890,Electronic Check
2891,Mailed Check
2892,Credit Card (automatic)
2893,Electronic Check
2894,Mailed Check
2895,Bank Transfer(automatic)
2896,Mailed Check
2897,Credit Card (automatic)
2898,Electronic Check
2899,Electronic Check
2900,Credit Card (automatic)
2901,Electronic Check
2902,Electronic Check
2903,Bank Transfer(automatic)
2904,Electronic Check
2905,Credit Card (automatic)
2906,Electronic Check
2907,Bank Transfer(automatic)
2908,Mailed Check
2909,Electronic Check
2910,Credit Card (automatic)
2911,Mailed Check
2912,Credit Card (automatic)
2913,Bank Transfer(automatic)
2914,Credit Card (automatic)
2915,Electronic Check
2916,Mailed Check
2917,Credit Card (automatic)
2918,Mailed Check
2919,Bank Transfer(automatic)
2920,Electronic Check
2921,Mailed Check
2922,Electronic Check
2923,Electronic Check
2924,Bank Transfer(automatic)
2925,Electronic Check
2926,Mailed Check
2927,Bank Transfer(automatic)
2928,Bank Transfer(automatic)
2929,Mailed Check
2930,Electronic Check
2931,Electronic Check
2932,Credit Card (automatic)
2933,Credit Card (automatic)
2934,Bank Transfer(automatic)
2935,Bank Transfer(automatic)
2936,Bank Transfer(automatic)
2937,Electronic Check
2938,Bank Transfer(automatic)
2939,Bank Transfer(automatic)
2940,Electronic Check
2941,Mailed Check
2942,Credit Card (automatic)
2943,Mailed Check
2944,Bank Transfer(automatic)
2945,Electronic Check
2946,Electronic Check
2947,Credit Card (automatic)
2948,Credit Card (automatic)
2949,Credit Card (automatic)
2950,Mailed Check
2951,Credit Card (automatic)
2952,Credit Card (automatic)
2953,Bank Transfer(automatic)
2954,Mailed Check
2955,Electronic Check
2956,Credit Card (automatic)
2957,Bank Transfer(automatic)
2958,Credit Card (automatic)
2959,Mailed Check
2960,Mailed Check
2961,Bank Transfer(automatic)
2962,Electronic Check
2963,Mailed Check
2964,Electronic Check
2965,Credit Card (automatic)
2966,Electronic Check
2967,Bank Transfer(automatic)
2968,Mailed Check
2969,Electronic Check
2970,Electronic Check
2971,Bank Transfer(automatic)
2972,Electronic Check
2973,Electronic Check
2974,Electronic Check
2975,Electronic Check
2976,Bank Transfer(automatic)
2977,Credit Card (automatic)
2978,Electronic Check
2979,Credit Card (automatic)
2980,Bank Transfer(automatic)
2981,Electronic Check
2982,Bank Transfer(automatic)
2983,Electronic Check
2984,Bank Transfer(automatic)
2985,Electronic Check
2986,Electronic Check
2987,Electronic Check
2988,Mailed Check
2989,Electronic Check
2990,Credit Card (automatic)
2991,Credit Card (automatic)
2992,Mailed Check
2993,Bank Transfer(automatic)
2994,Credit Card (automatic)
2995,Electronic Check
2996,Credit Card (automatic)
2997,Electronic Check
2998,Electronic Check
2999,Mailed Check
3000,Electronic Check
3001,Bank Transfer(automatic)
3002,Electronic Check
3003,Bank Transfer(automatic)
3004,Bank Transfer(automatic)
3005,Electronic Check
3006,Credit Card (automatic)
3007,Bank Transfer(automatic)
3008,Mailed Check
3009,Electronic Check
3010,Bank Transfer(automatic)
3011,Bank Transfer(automatic)
3012,Electronic Check
3013,Electronic Check
3014,Electronic Check
3015,Bank Transfer(automatic)
3016,Mailed Check
3017,Electronic Check
3018,Electronic Check
3019,Electronic Check
3020,Credit Card (automatic)
3021,Bank Transfer(automatic)
3022,Electronic Check
3023,Electronic Check
3024,Credit Card (automatic)
3025,Mailed Check
3026,Credit Card (automatic)
3027,Credit Card (automatic)
3028,Bank Transfer(automatic)
3029,Credit Card (automatic)
3030,Bank Transfer(automatic)
3031,Electronic Check
3032,Credit Card (automatic)
3033,Credit Card (automatic)
3034,Credit Card (automatic)
3035,Electronic Check
3036,Mailed Check
3037,Bank Transfer(automatic)
3038,Electronic Check
3039,Bank Transfer(automatic)
3040,Electronic Check
3041,Electronic Check
3042,Bank Transfer(automatic)
3043,Electronic Check
3044,Electronic Check
3045,Credit Card (automatic)
3046,Electronic Check
3047,Mailed Check
3048,Mailed Check
3049,Credit Card (automatic)
3050,Electronic Check
3051,Bank Transfer(automatic)
3052,Mailed Check
3053,Electronic Check
3054,Electronic Check
3055,Electronic Check
3056,Electronic Check
3057,Electronic Check
3058,Bank Transfer(automatic)
3059,Bank Transfer(automatic)
3060,Bank Transfer(automatic)
3061,Mailed Check
3062,Electronic Check
3063,Bank Transfer(automatic)
3064,Credit Card (automatic)
3065,Electronic Check
3066,Credit Card (automatic)
3067,Electronic Check
3068,Credit Card (automatic)
3069,Mailed Check
3070,Bank Transfer(automatic)
3071,Credit Card (automatic)
3072,Electronic Check
3073,Electronic Check
3074,Bank Transfer(automatic)
3075,Credit Card (automatic)
