location_id,zip,city,state,county
2247,25320,Charleston,WV,Kanawha
2248,98056,Renton,WA,King
2249,68849,Kearney,NE,Buffalo
2250,95372,Soulsbyville,CA,Tuolumne
2251,31626,Boston,GA,Thomas
2252,95225,Burson,CA,Calaveras
2253,27313,Pleasant Garden,NC,Guilford
2254,13681,Richville,NY,St. Lawrence
2255,53005,Brookfield,WI,Waukesha
2256,94044,Pacifica,CA,San Mateo
2257,17043,Lemoyne,PA,Cumberland
2258,95222,Angels Camp,CA,Calaveras
2259,15234,Pittsburgh,PA,Allegheny
2260,38326,Counce,TN,Hardin
2261,34474,Ocala,FL,Marion
2262,11351,Flushing,NY,Queens
2263,75494,Winnsboro,TX,Hopkins
2264,97205,Portland,OR,Multnomah
2265,55382,South Haven,MN,Meeker
2266,26294,Valley Head,WV,Randolph
2267,13035,Cazenovia,NY,Madison
2268,88260,Lovington,NM,Lea
2269,55076,Inver Grove Heights,MN,Dakota
2270,10177,New York,NY,New York
2271,23884,Sussex,VA,Sussex
2272,3862,North Hampton,NH,Rockingham
2273,92307,Apple Valley,CA,San Bernardino
2274,56554,Lake Park,MN,Becker
2275,91766,Pomona,CA,Los Angeles
2276,61477,Smithfield,IL,Fulton
2277,60961,Reddick,IL,Kankakee
2278,16402,Bear Lake,PA,Warren
2279,13670,Oswegatchie,NY,St. Lawrence
2280,42464,White Plains,KY,Hopkins
2281,6606,Bridgeport,CT,Fairfield
2282,84649,Oak City,UT,Millard
2283,88240,Hobbs,NM,Lea
2284,95429,Dos Rios,CA,Mendocino
2285,28383,Rowland,NC,Robeson
2286,82725,Recluse,WY,Campbell
2287,28511,Atlantic,NC,Carteret
2288,31822,Pine Mountain,GA,Harris
2289,1452,Hubbardston,MA,Worcester
2290,73015,Carnegie,OK,Caddo
2291,28733,Fontana Dam,NC,Graham
2292,14822,Canaseraga,NY,Allegany
2293,97484,Tiller,OR,Douglas
2294,71223,Bonita,LA,Morehouse
2295,33021,Hollywood,FL,Broward
2296,68055,Rosalie,NE,Thurston
2297,61761,Normal,IL,McLean
2298,75126,Forney,TX,Kaufman
2299,2633,Chatham,MA,Barnstable
2300,41002,Augusta,KY,Bracken
2301,67523,Burdett,KS,Pawnee
2302,18332,Henryville,PA,Monroe
2303,60449,Monee,IL,Will
2304,32648,Horseshoe Beach,FL,Dixie
2305,63080,Sullivan,MO,Washington
2306,52772,Tipton,IA,Cedar
2307,85379,Surprise,AZ,Maricopa
2308,40342,Lawrenceburg,KY,Anderson
2309,30701,Calhoun,GA,Gordon
2310,13746,Chenango Forks,NY,Broome
2311,97007,Beaverton,OR,Washington
2312,12574,Rhinecliff,NY,Dutchess
2313,2113,Boston,MA,Suffolk
2314,93013,Carpinteria,CA,Santa Barbara
2315,42223,Fort Campbell,KY,Christian
2316,66411,Blue Rapids,KS,Marshall
2317,63119,Saint Louis,MO,St. Louis
2318,62278,Red Bud,IL,Randolph
2319,48213,Detroit,MI,Wayne
2320,97457,Myrtle Creek,OR,Douglas
2321,34946,Fort Pierce,FL,St. Lucie
2322,52073,Sherrill,IA,Dubuque
2323,59089,Wyola,MT,Big Horn
2324,23027,Cartersville,VA,Cumberland
2325,86314,Prescott Valley,AZ,Yavapai
2326,36054,Millbrook,AL,Elmore
2327,48896,Winn,MI,Isabella
2328,76470,Ranger,TX,Eastland
2329,67634,Dorrance,KS,Russell
2330,14478,Keuka Park,NY,Yates
2331,20141,Round Hill,VA,Loudoun
2332,34105,Naples,FL,Collier
2333,75065,Lake Dallas,TX,Denton
2334,58561,Napoleon,ND,Logan
2335,1536,North Grafton,MA,Worcester
2336,50566,Moorland,IA,Webster
2337,41093,Wallingford,KY,Fleming
2338,68455,Union,NE,Cass
2339,75494,Winnsboro,TX,Hopkins
2340,10985,Thompson Ridge,NY,Orange
2341,25048,Colcord,WV,Raleigh
2342,94933,Forest Knolls,CA,Marin
2343,28601,Hickory,NC,Catawba
2344,68946,Hendley,NE,Furnas
2345,19967,Millville,DE,Sussex
2346,45370,Spring Valley,OH,Greene
2347,46065,Rossville,IN,Clinton
2348,7505,Paterson,NJ,Passaic
2349,47615,Grandview,IN,Spencer
2350,23304,Battery Park,VA,Isle of Wight
2351,54552,Park Falls,WI,Price
2352,45388,Yorkshire,OH,Darke
2353,82214,Guernsey,WY,Platte
2354,43759,Morristown,OH,Belmont
2355,18618,Harveys Lake,PA,Luzerne
2356,95328,Keyes,CA,Stanislaus
2357,38391,Denmark,TN,Madison
2358,92606,Irvine,CA,Orange
2359,94597,Walnut Creek,CA,Contra Costa
2360,601,Adjuntas,PR,Adjuntas
2361,79082,Springlake,TX,Lamb
2362,49902,Alpha,MI,Iron
2363,36351,New Brockton,AL,Coffee
2364,7922,Berkeley Heights,NJ,Union
2365,32403,Panama City,FL,Bay
2366,26003,Wheeling,WV,Ohio
2367,32340,Madison,FL,Madison
2368,54474,Rothschild,WI,Marathon
2369,28684,Todd,NC,Ashe
2370,48738,Greenbush,MI,Alcona
2371,68004,Bancroft,NE,Cuming
2372,17576,Smoketown,PA,Lancaster
2373,30339,Atlanta,GA,Cobb
2374,23065,Gum Spring,VA,Goochland
2375,67041,Elbing,KS,Butler
2376,78886,Yancey,TX,Medina
2377,67844,Fowler,KS,Meade
2378,10975,Southfields,NY,Orange
2379,90291,Venice,CA,Los Angeles
2380,23513,Norfolk,VA,Norfolk
2381,89166,Las Vegas,NV,Clark
2382,25180,Saxon,WV,Raleigh
2383,74829,Boley,OK,Okfuskee
2384,15834,Emporium,PA,Cameron
2385,90713,Lakewood,CA,Los Angeles
2386,72734,Gentry,AR,Benton
2387,62998,Wolf Lake,IL,Union
2388,23850,Ford,VA,Dinwiddie
2389,34679,Aripeka,FL,Pasco
2390,36582,Theodore,AL,Mobile
2391,54740,Elmwood,WI,Pierce
2392,30542,Flowery Branch,GA,Hall
2393,21532,Frostburg,MD,Allegany
2394,89425,Orovada,NV,Humboldt
2395,19401,Norristown,PA,Montgomery
2396,67752,Quinter,KS,Gove
2397,83845,Moyie Springs,ID,Boundary
2398,63530,Atlanta,MO,Macon
2399,27841,Hassell,NC,Martin
2400,33004,Dania,FL,Broward
2401,91362,Thousand Oaks,CA,Ventura
2402,61372,Troy Grove,IL,LaSalle
2403,92503,Riverside,CA,Riverside
2404,50849,Greenfield,IA,Adair
2405,12923,Churubusco,NY,Clinton
2406,27009,Belews Creek,NC,Forsyth
2407,58788,Towner,ND,McHenry
2408,73651,Hobart,OK,Kiowa
2409,30337,Atlanta,GA,Fulton
2410,4855,Port Clyde,ME,Knox
2411,47854,Hillsdale,IN,Vermillion
2412,17321,Fawn Grove,PA,York
2413,1770,Sherborn,MA,Middlesex
2414,11233,Brooklyn,NY,Kings
2415,14865,Montour Falls,NY,Schuyler
2416,43613,Toledo,OH,Lucas
2417,78409,Corpus Christi,TX,Nueces
2418,85303,Glendale,AZ,Maricopa
2419,83328,Filer,ID,Twin Falls
2420,97426,Creswell,OR,Lane
2421,62876,Radom,IL,Washington
2422,37165,Slayden,TN,Dickson
2423,17501,Akron,PA,Lancaster
2424,16839,Grassflat,PA,Clearfield
2425,93662,Selma,CA,Fresno
2426,98261,Lopez Island,WA,San Juan
2427,54727,Cadott,WI,Chippewa
2428,11451,Jamaica,NY,Queens
2429,66522,Oneida,KS,Nemaha
2430,31031,Gordon,GA,Twiggs
2431,38610,Blue Mountain,MS,Union
2432,64506,Saint Joseph,MO,Buchanan
2433,95051,Santa Clara,CA,Santa Clara
2434,64633,Carrollton,MO,Carroll
2435,80449,Hartsel,CO,Park
2436,54112,Coleman,WI,Marinette
2437,13614,Brier Hill,NY,St. Lawrence
2438,57258,Raymond,SD,Clark
2439,19971,Rehoboth Beach,DE,Sussex
2440,57752,Kyle,SD,Oglala Lakota
2441,25267,Normantown,WV,Gilmer
2442,41832,Letcher,KY,Letcher
2443,19127,Philadelphia,PA,Philadelphia
2444,47453,Owensburg,IN,Greene
2445,6335,Gales Ferry,CT,New London
2446,77033,Houston,TX,Harris
2447,14805,Alpine,NY,Schuyler
2448,22124,Oakton,VA,Fairfax
2449,42541,Middleburg,KY,Casey
2450,23427,Saxis,VA,Accomack
2451,99611,Kenai,AK,Kenai Peninsula
2452,85322,Arlington,AZ,Maricopa
2453,60142,Huntley,IL,McHenry
2454,63443,Hunnewell,MO,Shelby
2455,28343,Gibson,NC,Scotland
2456,78234,Jbsa Ft Sam Houston,TX,Bexar
2457,74470,Webbers Falls,OK,Muskogee
2458,50146,Linden,IA,Dallas
2459,84044,Magna,UT,Salt Lake
2460,91607,Valley Village,CA,Los Angeles
2461,49816,Chatham,MI,Alger
2462,13210,Syracuse,NY,Onondaga
2463,55947,La Crescent,MN,Houston
2464,93646,Orange Cove,CA,Fresno
2465,13215,Syracuse,NY,Onondaga
2466,59029,Fromberg,MT,Carbon
2467,59213,Brockton,MT,Roosevelt
2468,2048,Mansfield,MA,Bristol
2469,68038,Lyons,NE,Burt
2470,88056,Rodeo,NM,Hidalgo
2471,33704,Saint Petersburg,FL,Pinellas
2472,97394,Waldport,OR,Lincoln
2473,4216,Andover,ME,Oxford
2474,80504,Longmont,CO,Boulder
2475,41039,Ewing,KY,Fleming
2476,87734,Ocate,NM,Mora
2477,33409,West Palm Beach,FL,Palm Beach
2478,51238,Hospers,IA,Sioux
2479,50237,Runnells,IA,Polk
2480,62011,Bingham,IL,Fayette
2481,67840,Englewood,KS,Clark
2482,15429,Denbo,PA,Washington
2483,13327,Croghan,NY,Lewis
2484,79080,Skellytown,TX,Carson
2485,67861,Leoti,KS,Wichita
2486,79719,Barstow,TX,Ward
2487,34232,Sarasota,FL,Sarasota
2488,40117,Ekron,KY,Meade
2489,33432,Boca Raton,FL,Palm Beach
2490,78330,Agua Dulce,TX,Nueces
2491,21714,Braddock Heights,MD,Frederick
2492,47227,Commiskey,IN,Jennings
2493,18848,Towanda,PA,Bradford
2494,92086,Warner Springs,CA,San Diego
2495,25420,Gerrardstown,WV,Berkeley
2496,87461,Sanostee,NM,San Juan
2497,43565,Tontogany,OH,Wood
2498,27923,Coinjock,NC,Currituck
2499,23433,Suffolk,VA,Suffolk
2500,12980,Saint Regis Falls,NY,Franklin
2501,32408,Panama City,FL,Bay
2502,61519,Bryant,IL,Fulton
2503,12764,Narrowsburg,NY,Sullivan
2504,5757,Middletown Springs,VT,Rutland
2505,64442,Eagleville,MO,Harrison
2506,95682,Shingle Springs,CA,El Dorado
2507,48722,Bridgeport,MI,Saginaw
2508,30470,Tarrytown,GA,Montgomery
2509,45807,Lima,OH,Allen
2510,37205,Nashville,TN,Davidson
2511,56713,Argyle,MN,Marshall
2512,44441,Negley,OH,Columbiana
2513,6498,Westbrook,CT,Middlesex
2514,66960,Narka,KS,Republic
2515,38235,Mc Lemoresville,TN,Carroll
2516,43302,Marion,OH,Marion
2517,71101,Shreveport,LA,Caddo
2518,59750,Butte,MT,Silver Bow
2519,45160,Owensville,OH,Clermont
2520,54856,Mason,WI,Bayfield
2521,22807,Harrisonburg,VA,Harrisonburg
2522,62871,Omaha,IL,Gallatin
2523,32564,Holt,FL,Okaloosa
2524,5839,Glover,VT,Orleans
2525,54403,Wausau,WI,Marathon
2526,14871,Pine City,NY,Chemung
2527,45311,Camden,OH,Preble
2528,67665,Russell,KS,Russell
2529,58064,Page,ND,Cass
2530,61864,Philo,IL,Champaign
2531,58212,Aneta,ND,Nelson
2532,28420,Ash,NC,Brunswick
2533,3044,Fremont,NH,Rockingham
2534,99011,Fairchild Air Force Base,WA,Spokane
2535,49026,Bloomingdale,MI,Van Buren
2536,27581,Stem,NC,Granville
2537,34759,Kissimmee,FL,Polk
2538,91351,Canyon Country,CA,Los Angeles
2539,81431,Redvale,CO,Montrose
2540,31520,Brunswick,GA,Glynn
2541,42333,Cromwell,KY,Ohio
2542,57799,Spearfish,SD,Lawrence
2543,53578,Prairie Du Sac,WI,Sauk
2544,45833,Delphos,OH,Allen
2545,24593,Spout Spring,VA,Appomattox
2546,37033,Centerville,TN,Hickman
2547,17075,Newton Hamilton,PA,Mifflin
2548,12835,Hadley,NY,Saratoga
2549,22567,Unionville,VA,Orange
2550,33412,West Palm Beach,FL,Palm Beach
2551,5051,Newbury,VT,Orange
2552,66026,Fontana,KS,Miami
2553,14482,Le Roy,NY,Genesee
2554,76044,Godley,TX,Johnson
2555,52314,Mount Vernon,IA,Linn
2556,64117,Kansas City,MO,Clay
2557,43786,Stafford,OH,Monroe
2558,53817,Patch Grove,WI,Grant
2559,21914,Charlestown,MD,Cecil
2560,97503,White City,OR,Jackson
2561,44667,Orrville,OH,Wayne
2562,62338,Fowler,IL,Adams
2563,31784,Sale City,GA,Mitchell
2564,65344,Miami,MO,Saline
2565,80801,Anton,CO,Washington
2566,1267,Williamstown,MA,Berkshire
2567,38451,Culleoka,TN,Marshall
2568,69123,Brady,NE,Lincoln
2569,61420,Blandinsville,IL,McDonough
2570,30354,Atlanta,GA,Fulton
2571,94583,San Ramon,CA,Contra Costa
2572,33762,Clearwater,FL,Pinellas
2573,4944,Hinckley,ME,Somerset
2574,62087,South Roxana,IL,Madison
2575,34974,Okeechobee,FL,Okeechobee
2576,24184,Wirtz,VA,Franklin
2577,20005,Washington,DC,District of Columbia
2578,28787,Weaverville,NC,Buncombe
2579,30223,Griffin,GA,Spalding
2580,32534,Pensacola,FL,Escambia
2581,27530,Goldsboro,NC,Wayne
2582,62465,Strasburg,IL,Shelby
2583,33897,Davenport,FL,Polk
2584,70072,Marrero,LA,Jefferson
2585,3826,East Hampstead,NH,Rockingham
2586,95303,Ballico,CA,Merced
2587,66409,Berryton,KS,Shawnee
2588,62827,Crossville,IL,White
2589,56455,Ironton,MN,Crow Wing
2590,50535,Early,IA,Sac
2591,54119,Dunbar,WI,Marinette
2592,62280,Rockwood,IL,Randolph
2593,33330,Fort Lauderdale,FL,Broward
2594,93721,Fresno,CA,Fresno
2595,84327,Newton,UT,Cache
2596,59640,Marysville,MT,Lewis and Clark
2597,60457,Hickory Hills,IL,Cook
2598,25161,Powellton,WV,Fayette
2599,12864,Sabael,NY,Hamilton
2600,55952,Lewiston,MN,Winona
2601,83262,Pingree,ID,Bingham
2602,35987,Steele,AL,St. Clair
2603,71414,Clarence,LA,Natchitoches
2604,66016,Cummings,KS,Atchison
2605,56636,Deer River,MN,Itasca
2606,46562,Pierceton,IN,Kosciusko
2607,57552,Midland,SD,Haakon
2608,33476,Pahokee,FL,Palm Beach
2609,46613,South Bend,IN,St. Joseph
2610,15201,Pittsburgh,PA,Allegheny
2611,54944,Hortonville,WI,Outagamie
2612,74012,Broken Arrow,OK,Tulsa
2613,46203,Indianapolis,IN,Marion
2614,56210,Barry,MN,Big Stone
2615,38639,Jonestown,MS,Coahoma
2616,30312,Atlanta,GA,Fulton
2617,16027,Connoquenessing,PA,Butler
2618,70582,Saint Martinville,LA,St. Martin
2619,57386,Yale,SD,Beadle
2620,95134,San Jose,CA,Santa Clara
2621,50060,Corydon,IA,Wayne
2622,4928,Corinna,ME,Penobscot
2623,32511,Pensacola,FL,Escambia
2624,99782,Wainwright,AK,North Slope
2625,65349,Slater,MO,Saline
2626,20112,Manassas,VA,Prince William
2627,33914,Cape Coral,FL,Lee
2628,17813,Beavertown,PA,Snyder
2629,62692,Waverly,IL,Morgan
2630,97456,Monroe,OR,Benton
2631,22728,Midland,VA,Fauquier
2632,48001,Algonac,MI,St. Clair
2633,60924,Cissna Park,IL,Iroquois
2634,73664,Sentinel,OK,Washita
2635,78116,Gillett,TX,Karnes
2636,92107,San Diego,CA,San Diego
2637,38781,Winstonville,MS,Bolivar
2638,43203,Columbus,OH,Franklin
2639,79510,Clyde,TX,Callahan
2640,75856,Pennington,TX,Trinity
2641,30108,Bowdon,GA,Carroll
2642,7933,Gillette,NJ,Morris
2643,57268,Toronto,SD,Deuel
2644,78877,Quemado,TX,Maverick
2645,4438,Frankfort,ME,Waldo
2646,65653,Forsyth,MO,Taney
2647,27560,Morrisville,NC,Wake
2648,7760,Rumson,NJ,Monmouth
2649,17407,York,PA,York
2650,88337,La Luz,NM,Otero
2651,71241,Farmerville,LA,Union
2652,97371,Rickreall,OR,Polk
2653,36454,Lenox,AL,Conecuh
2654,47443,Lyons,IN,Greene
2655,33755,Clearwater,FL,Pinellas
2656,44230,Doylestown,OH,Wayne
2657,12926,Constable,NY,Franklin
2658,75414,Bells,TX,Grayson
2659,7403,Bloomingdale,NJ,Passaic
2660,92617,Irvine,CA,Orange
2661,92835,Fullerton,CA,Orange
2662,98942,Selah,WA,Yakima
2663,46946,Liberty Mills,IN,Wabash
2664,75497,Yantis,TX,Wood
2665,31029,Forsyth,GA,Monroe
2666,24086,Eggleston,VA,Giles
2667,37380,South Pittsburg,TN,Marion
2668,73753,Kremlin,OK,Garfield
2669,45807,Lima,OH,Allen
2670,10579,Putnam Valley,NY,Putnam
2671,59853,Noxon,MT,Sanders
2672,49690,Williamsburg,MI,Grand Traverse
2673,40062,Saint Francis,KY,Marion
2674,30531,Cornelia,GA,Habersham
2675,41605,Betsy Layne,KY,Floyd
2676,16673,Roaring Spring,PA,Blair
2677,56573,Perham,MN,Otter Tail
2678,53585,Sharon,WI,Walworth
2679,72934,Chester,AR,Crawford
2680,28904,Hayesville,NC,Clay
2681,14814,Big Flats,NY,Chemung
2682,80503,Longmont,CO,Boulder
2683,43554,Pioneer,OH,Williams
2684,49436,Mears,MI,Oceana
2685,50163,Melcher Dallas,IA,Marion
2686,35760,New Hope,AL,Madison
2687,47805,Terre Haute,IN,Vigo
2688,67656,Ogallah,KS,Trego
2689,63830,Caruthersville,MO,Pemiscot
2690,65565,Steelville,MO,Crawford
2691,57301,Mitchell,SD,Davison
2692,32567,Laurel Hill,FL,Okaloosa
2693,58103,Fargo,ND,Cass
2694,53089,Sussex,WI,Waukesha
2695,72132,Redfield,AR,Jefferson
2696,33141,Miami Beach,FL,Miami-Dade
2697,49065,Lawton,MI,Van Buren
2698,39111,Magee,MS,Simpson
2699,87701,Las Vegas,NM,San Miguel
2700,32148,Interlachen,FL,Putnam
2701,85310,Glendale,AZ,Maricopa
2702,27606,Raleigh,NC,Wake
2703,63034,Florissant,MO,St. Louis
2704,95460,Mendocino,CA,Mendocino
2705,76951,Sterling City,TX,Sterling
2706,78052,Lytle,TX,Atascosa
2707,79540,Old Glory,TX,Stonewall
2708,92372,Pinon Hills,CA,San Bernardino
2709,95555,Orick,CA,Humboldt
2710,41825,Jackhorn,KY,Letcher
2711,59864,Ronan,MT,Lake
2712,27870,Roanoke Rapids,NC,Halifax
2713,17120,Harrisburg,PA,Dauphin
2714,89054,Sloan,NV,Clark
2715,77458,Midfield,TX,Matagorda
2716,33436,Boynton Beach,FL,Palm Beach
2717,89448,Zephyr Cove,NV,Douglas
2718,95258,Woodbridge,CA,San Joaquin
2719,12054,Delmar,NY,Albany
2720,33321,Fort Lauderdale,FL,Broward
2721,70660,Singer,LA,Beauregard
2722,46985,Star City,IN,Pulaski
2723,98339,Port Hadlock,WA,Jefferson
2724,3561,Littleton,NH,Grafton
2725,30624,Bowman,GA,Elbert
2726,63115,Saint Louis,MO,St. Louis
2727,23148,Saint Stephens Church,VA,King and Queen
2728,47948,Goodland,IN,Newton
2729,26623,Frametown,WV,Braxton
2730,61846,Georgetown,IL,Vermilion
2731,54615,Black River Falls,WI,Jackson
2732,25149,Ottawa,WV,Boone
2733,7922,Berkeley Heights,NJ,Union
2734,52334,South Amana,IA,Iowa
2735,86040,Page,AZ,Coconino
2736,67629,Clayton,KS,Norton
2737,84770,Saint George,UT,Washington
2738,62704,Springfield,IL,Sangamon
2739,34211,Bradenton,FL,Manatee
2740,3784,West Lebanon,NH,Grafton
2741,17730,Dewart,PA,Northumberland
2742,54896,Winter,WI,Sawyer
2743,53713,Madison,WI,Dane
2744,19044,Horsham,PA,Montgomery
2745,47467,Tunnelton,IN,Lawrence
2746,35989,Valley Head,AL,DeKalb
2747,25005,Amma,WV,Roane
2748,78735,Austin,TX,Travis
2749,39094,Lena,MS,Leake
2750,13348,Hartwick,NY,Otsego
2751,62217,Baldwin,IL,Randolph
2752,52767,Pleasant Valley,IA,Scott
2753,27705,Durham,NC,Durham
2754,39145,Pelahatchie,MS,Rankin
2755,72821,Altus,AR,Franklin
2756,26369,Hepzibah,WV,Harrison
2757,24134,Pearisburg,VA,Giles
2758,72937,Hackett,AR,Sebastian
2759,23879,Skippers,VA,Greensville
2760,31331,Townsend,GA,McIntosh
2761,43517,Edgerton,OH,Williams
2762,8730,Brielle,NJ,Monmouth
2763,31569,Woodbine,GA,Camden
2764,76051,Grapevine,TX,Tarrant
2765,57438,Faulkton,SD,Faulk
2766,45618,Cherry Fork,OH,Adams
2767,48117,Carleton,MI,Monroe
2768,36016,Clayton,AL,Barbour
2769,38581,Rock Island,TN,Warren
2770,67008,Atlanta,KS,Cowley
2771,99114,Colville,WA,Stevens
2772,48878,Rosebush,MI,Isabella
2773,78620,Dripping Springs,TX,Hays
2774,64623,Bosworth,MO,Carroll
2775,43533,Lyons,OH,Fulton
2776,13488,Westford,NY,Otsego
2777,99008,Edwall,WA,Lincoln
2778,15332,Finleyville,PA,Washington
2779,76455,Gustine,TX,Comanche
2780,7074,Moonachie,NJ,Bergen
2781,7878,Mount Tabor,NJ,Morris
2782,37150,Red Boiling Springs,TN,Macon
2783,12817,Chestertown,NY,Warren
2784,88051,Mule Creek,NM,Grant
2785,42332,Cleaton,KY,Muhlenberg
2786,53223,Milwaukee,WI,Milwaukee
2787,31065,Montrose,GA,Laurens
2788,43768,Old Washington,OH,Guernsey
2789,56375,Saint Stephen,MN,Stearns
2790,61919,Camargo,IL,Douglas
2791,7605,Leonia,NJ,Bergen
2792,44101,Cleveland,OH,Cuyahoga
2793,46795,Wolcottville,IN,LaGrange
2794,49884,Shingleton,MI,Alger
2795,60473,South Holland,IL,Cook
2796,39743,Crawford,MS,Lowndes
2797,15821,Benezett,PA,Elk
2798,93603,Badger,CA,Tulare
2799,69171,Willow Island,NE,Dawson
2800,26412,Orlando,WV,Lewis
2801,31210,Macon,GA,Bibb
2802,82059,Granite Canon,WY,Laramie
2803,36856,Fort Mitchell,AL,Russell
2804,17978,Spring Glen,PA,Schuylkill
2805,39108,Mc Cool,MS,Attala
2806,19444,Lafayette Hill,PA,Montgomery
2807,79761,Odessa,TX,Ector
2808,62019,Donnellson,IL,Montgomery
2809,80549,Wellington,CO,Larimer
2810,69026,Danbury,NE,Red Willow
2811,93263,Shafter,CA,Kern
2812,98663,Vancouver,WA,Clark
2813,28334,Dunn,NC,Harnett
2814,7670,Tenafly,NJ,Bergen
2815,95938,Durham,CA,Butte
2816,61414,Altona,IL,Knox
2817,25650,Verner,WV,Mingo
2818,96014,Callahan,CA,Siskiyou
2819,5447,East Berkshire,VT,Franklin
2820,80466,Nederland,CO,Boulder
2821,51365,Wallingford,IA,Emmet
2822,94111,San Francisco,CA,San Francisco
2823,77061,Houston,TX,Harris
2824,68788,West Point,NE,Cuming
2825,58237,Grafton,ND,Walsh
2826,83446,Spencer,ID,Clark
2827,15901,Johnstown,PA,Cambria
2828,32824,Orlando,FL,Orange
2829,84060,Park City,UT,Summit
2830,87113,Albuquerque,NM,Bernalillo
2831,10153,New York,NY,New York
2832,93040,Piru,CA,Ventura
2833,52358,West Branch,IA,Cedar
2834,34436,Floral City,FL,Citrus
2835,63113,Saint Louis,MO,St. Louis
2836,31007,Byromville,GA,Dooly
2837,24588,Rustburg,VA,Campbell
2838,31790,Sycamore,GA,Turner
2839,74875,Tryon,OK,Lincoln
2840,22660,Toms Brook,VA,Shenandoah
2841,63624,Bismarck,MO,St. Francois
2842,26818,Fisher,WV,Hardy
2843,49920,Crystal Falls,MI,Iron
2844,64742,Drexel,MO,Cass
2845,46747,Hudson,IN,Steuben
2846,43032,Kilbourne,OH,Delaware
2847,68739,Hartington,NE,Cedar
2848,71243,Fort Necessity,LA,Franklin
2849,4781,Wallagrass,ME,Aroostook
2850,74523,Antlers,OK,Pushmataha
2851,54545,Manitowish Waters,WI,Vilas
2852,55443,Minneapolis,MN,Hennepin
2853,24817,Bradshaw,WV,McDowell
2854,78384,San Diego,TX,Duval
2855,71446,Leesville,LA,Vernon
2856,98614,Chinook,WA,Pacific
2857,44305,Akron,OH,Summit
2858,47260,Medora,IN,Jackson
2859,17880,Swengel,PA,Union
2860,2333,East Bridgewater,MA,Plymouth
2861,30516,Bowersville,GA,Hart
2862,75566,Marietta,TX,Cass
2863,96087,Shasta,CA,Shasta
2864,97641,Christmas Valley,OR,Lake
2865,75105,Chatfield,TX,Navarro
2866,31634,Homerville,GA,Clinch
2867,56723,Fisher,MN,Polk
2868,24938,Frankford,WV,Greenbrier
2869,19140,Philadelphia,PA,Philadelphia
2870,47458,Smithville,IN,Monroe
2871,90045,Los Angeles,CA,Los Angeles
2872,47335,Dublin,IN,Wayne
2873,42223,Fort Campbell,KY,Christian
2874,63121,Saint Louis,MO,St. Louis
2875,59412,Belt,MT,Cascade
2876,25040,Charlton Heights,WV,Fayette
2877,30442,Millen,GA,Jenkins
2878,5474,North Hero,VT,Grand Isle
2879,51244,Matlock,IA,Sioux
2880,50677,Waverly,IA,Bremer
2881,40988,Stoney Fork,KY,Bell
2882,49078,Otsego,MI,Allegan
2883,66839,Burlington,KS,Coffey
2884,6482,Sandy Hook,CT,Fairfield
2885,45682,South Webster,OH,Scioto
2886,10965,Pearl River,NY,Rockland
2887,45405,Dayton,OH,Montgomery
2888,28644,Laurel Springs,NC,Alleghany
2889,53560,Mazomanie,WI,Dane
2890,14854,Jacksonville,NY,Tompkins
2891,86445,Willow Beach,AZ,Mohave
2892,63077,Saint Clair,MO,Franklin
2893,72087,Lonsdale,AR,Saline
2894,47339,Economy,IN,Wayne
2895,47648,Fort Branch,IN,Gibson
2896,14432,Clifton Springs,NY,Ontario
2897,95640,Ione,CA,Amador
2898,35063,Empire,AL,Walker
2899,5651,East Montpelier,VT,Washington
2900,33714,Saint Petersburg,FL,Pinellas
2901,88421,Garita,NM,San Miguel
2902,49455,Shelby,MI,Oceana
2903,11509,Atlantic Beach,NY,Nassau
2904,87110,Albuquerque,NM,Bernalillo
2905,5652,Eden,VT,Lamoille
2906,47040,Rising Sun,IN,Ohio
2907,33613,Tampa,FL,Hillsborough
2908,78579,Progreso,TX,Hidalgo
2909,48703,Au Gres,MI,Arenac
2910,5759,North Clarendon,VT,Rutland
2911,63381,Truxton,MO,Warren
2912,94122,San Francisco,CA,San Francisco
2913,81058,Manzanola,CO,Otero
2914,24834,Fanrock,WV,Wyoming
2915,99021,Mead,WA,Spokane
2916,57052,Olivet,SD,Hutchinson
2917,57520,Agar,SD,Sully
2918,30474,Vidalia,GA,Montgomery
2919,29665,Newry,SC,Oconee
2920,41425,Ezel,KY,Morgan
2921,47631,New Harmony,IN,Posey
2922,76577,Thorndale,TX,Milam
2923,47126,Henryville,IN,Clark
2924,27890,Weldon,NC,Halifax
2925,47170,Scottsburg,IN,Scott
2926,99781,Venetie,AK,Yukon-Koyukuk
2927,83541,Lenore,ID,Clearwater
2928,74044,Mannford,OK,Creek
2929,45369,South Vienna,OH,Clark
2930,84010,Bountiful,UT,Davis
2931,47804,Terre Haute,IN,Vigo
2932,58418,Bowdon,ND,Wells
2933,55089,Welch,MN,Goodhue
2934,80205,Denver,CO,Denver
2935,28725,Dillsboro,NC,Jackson
2936,27979,Sunbury,NC,Gates
2937,17034,Highspire,PA,Dauphin
2938,4074,Scarborough,ME,Cumberland
2939,8836,Martinsville,NJ,Somerset
2940,90804,Long Beach,CA,Los Angeles
2941,16860,Munson,PA,Clearfield
2942,85310,Glendale,AZ,Maricopa
2943,31201,Macon,GA,Bibb
2944,52557,Fairfield,IA,Jefferson
2945,49064,Lawrence,MI,Van Buren
